월(Monthly),구  분,대분류,중분류,소분류,착공실적
2011-03,제주,단독,다가구,가구수,163
2011-03,제주,다세대,다세대,다세대,162
2011-03,제주,연립,연립,연립,104
2011-03,제주,아파트,아파트,아파트,159
2011-03,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),
2011-03,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),
2011-03,세종,단독,단독,단독,
2011-03,세종,단독,다가구,동수,
2011-03,세종,단독,다가구,가구수,
2011-03,세종,다세대,다세대,다세대,
2011-03,세종,연립,연립,연립,
2011-03,세종,아파트,아파트,아파트,
2011-04,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),45,332
2011-04,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),60,805
2011-04,총계,단독,단독,단독,5,612
2011-04,총계,단독,다가구,동수,2,451
2011-04,총계,단독,다가구,가구수,17,924
2011-04,총계,다세대,다세대,다세대,7,194
2011-04,총계,연립,연립,연립,459
2011-04,총계,아파트,아파트,아파트,29,616
2011-04,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),20,987
2011-04,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),24,003
2011-04,수도권소계,단독,단독,단독,1,117
2011-04,수도권소계,단독,다가구,동수,673
2011-04,수도권소계,단독,다가구,가구수,3,689
2011-04,수도권소계,다세대,다세대,다세대,5,243
2011-04,수도권소계,연립,연립,연립,184
2011-04,수도권소계,아파트,아파트,아파트,13,770
2011-04,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),6,342
2011-04,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),6,751
2011-04,서울,단독,단독,단독,127
2011-04,서울,단독,다가구,동수,94
2011-04,서울,단독,다가구,가구수,503
2011-04,서울,다세대,다세대,다세대,3,074
2011-04,서울,연립,연립,연립,24
2011-04,서울,아파트,아파트,아파트,3,023
2011-04,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,960
2011-04,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,173
2011-04,인천,단독,단독,단독,113
2011-04,인천,단독,다가구,동수,55
2011-04,인천,단독,다가구,가구수,268
2011-04,인천,다세대,다세대,다세대,758
2011-04,인천,연립,연립,연립,62
2011-04,인천,아파트,아파트,아파트,1,972
2011-04,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),11,685
2011-04,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),14,079
2011-04,경기,단독,단독,단독,877
2011-04,경기,단독,다가구,동수,524
2011-04,경기,단독,다가구,가구수,2,918
2011-04,경기,다세대,다세대,다세대,1,411
2011-04,경기,연립,연립,연립,98
2011-04,경기,아파트,아파트,아파트,8,775
2011-04,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),24,345
2011-04,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),36,802
2011-04,지방소계,단독,단독,단독,4,495
2011-04,지방소계,단독,다가구,동수,1,778
2011-04,지방소계,단독,다가구,가구수,14,235
2011-04,지방소계,다세대,다세대,다세대,1,951
2011-04,지방소계,연립,연립,연립,275
2011-04,지방소계,아파트,아파트,아파트,15,846
2011-04,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),9,317
2011-04,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),13,043
2011-04,기타광역시,단독,단독,단독,345
2011-04,기타광역시,단독,다가구,동수,489
2011-04,기타광역시,단독,다가구,가구수,4,215
2011-04,기타광역시,다세대,다세대,다세대,1,047
2011-04,기타광역시,연립,연립,연립,32
2011-04,기타광역시,아파트,아파트,아파트,7,404
2011-04,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),5,175
2011-04,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),5,418
2011-04,부산,단독,단독,단독,103
2011-04,부산,단독,다가구,동수,46
2011-04,부산,단독,다가구,가구수,289
2011-04,부산,다세대,다세대,다세대,945
2011-04,부산,연립,연립,연립,16
2011-04,부산,아파트,아파트,아파트,4,065
2011-04,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,387
2011-04,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,575
2011-04,대구,단독,단독,단독,61
2011-04,대구,단독,다가구,동수,147
2011-04,대구,단독,다가구,가구수,1,335
2011-04,대구,다세대,다세대,다세대,27
2011-04,대구,연립,연립,연립,0
2011-04,대구,아파트,아파트,아파트,1,152
2011-04,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),726
2011-04,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,449
2011-04,광주,단독,단독,단독,42
2011-04,광주,단독,다가구,동수,74
2011-04,광주,단독,다가구,가구수,797
2011-04,광주,다세대,다세대,다세대,56
2011-04,광주,연립,연립,연립,0
2011-04,광주,아파트,아파트,아파트,554
2011-04,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),275
2011-04,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,057
2011-04,대전,단독,단독,단독,61
2011-04,대전,단독,다가구,동수,99
2011-04,대전,단독,다가구,가구수,881
2011-04,대전,다세대,다세대,다세대,8
2011-04,대전,연립,연립,연립,16
2011-04,대전,아파트,아파트,아파트,91
2011-04,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,754
2011-04,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,544
2011-04,울산,단독,단독,단독,78
2011-04,울산,단독,다가구,동수,123
2011-04,울산,단독,다가구,가구수,913
2011-04,울산,다세대,다세대,다세대,11
2011-04,울산,연립,연립,연립,0
2011-04,울산,아파트,아파트,아파트,1,542
2011-04,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),15,028
2011-04,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),23,759
2011-04,기타지방,단독,단독,단독,4,150
2011-04,기타지방,단독,다가구,동수,1,289
2011-04,기타지방,단독,다가구,가구수,10,020
2011-04,기타지방,다세대,다세대,다세대,904
2011-04,기타지방,연립,연립,연립,243
2011-04,기타지방,아파트,아파트,아파트,8,442
2011-04,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),665
2011-04,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),919
2011-04,강원,단독,단독,단독,550
2011-04,강원,단독,다가구,동수,80
2011-04,강원,단독,다가구,가구수,334
2011-04,강원,다세대,다세대,다세대,19
2011-04,강원,연립,연립,연립,16
2011-04,강원,아파트,아파트,아파트,0
2011-04,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),943
2011-04,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,154
2011-04,충북,단독,단독,단독,416
2011-04,충북,단독,다가구,동수,149
2011-04,충북,단독,다가구,가구수,1,360
2011-04,충북,다세대,다세대,다세대,250
2011-04,충북,연립,연립,연립,28
2011-04,충북,아파트,아파트,아파트,100
2011-04,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,069
2011-04,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4,123
2011-04,충남,단독,단독,단독,693
2011-04,충남,단독,다가구,동수,203
2011-04,충남,단독,다가구,가구수,2,257
2011-04,충남,다세대,다세대,다세대,200
2011-04,충남,연립,연립,연립,26
2011-04,충남,아파트,아파트,아파트,947
2011-04,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,732
2011-04,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4,132
2011-04,전북,단독,단독,단독,424
2011-04,전북,단독,다가구,동수,188
2011-04,전북,단독,다가구,가구수,1,588
2011-04,전북,다세대,다세대,다세대,102
2011-04,전북,연립,연립,연립,0
2011-04,전북,아파트,아파트,아파트,2,018
2011-04,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),835
2011-04,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,360
2011-04,전남,단독,단독,단독,617
2011-04,전남,단독,다가구,동수,97
2011-04,전남,단독,다가구,가구수,622
2011-04,전남,다세대,다세대,다세대,16
2011-04,전남,연립,연립,연립,44
2011-04,전남,아파트,아파트,아파트,61
2011-04,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,971
2011-04,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,230
2011-04,경북,단독,단독,단독,700
2011-04,경북,단독,다가구,동수,140
2011-04,경북,단독,다가구,가구수,1,399
2011-04,경북,다세대,다세대,다세대,55
2011-04,경북,연립,연립,연립,16
2011-04,경북,아파트,아파트,아파트,1,060
2011-04,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,546
2011-04,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),6,398
2011-04,경남,단독,단독,단독,648
2011-04,경남,단독,다가구,동수,390
2011-04,경남,단독,다가구,가구수,2,242
2011-04,경남,다세대,다세대,다세대,75
2011-04,경남,연립,연립,연립,30
2011-04,경남,아파트,아파트,아파트,3,403
2011-04,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,267
2011-04,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,443
2011-04,제주,단독,단독,단독,102
2011-04,제주,단독,다가구,동수,42
2011-04,제주,단독,다가구,가구수,218
2011-04,제주,다세대,다세대,다세대,187
2011-04,제주,연립,연립,연립,83
2011-04,제주,아파트,아파트,아파트,853
2011-04,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),
2011-04,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),
2011-04,세종,단독,단독,단독,
2011-04,세종,단독,다가구,동수,
2011-04,세종,단독,다가구,가구수,
2011-04,세종,다세대,다세대,다세대,
2011-04,세종,연립,연립,연립,
2011-04,세종,아파트,아파트,아파트,
2011-05,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),32,679
2011-05,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),46,563
2011-05,총계,단독,단독,단독,5,066
2011-05,총계,단독,다가구,동수,2,175
2011-05,총계,단독,다가구,가구수,16,059
2011-05,총계,다세대,다세대,다세대,8,360
2011-05,총계,연립,연립,연립,639
2011-05,총계,아파트,아파트,아파트,16,439
2011-05,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),13,114
2011-05,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),15,444
2011-05,수도권소계,단독,단독,단독,1,159
2011-05,수도권소계,단독,다가구,동수,542
2011-05,수도권소계,단독,다가구,가구수,2,872
2011-05,수도권소계,다세대,다세대,다세대,6,412
2011-05,수도권소계,연립,연립,연립,175
2011-05,수도권소계,아파트,아파트,아파트,4,826
2011-05,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,636
2011-05,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4,998
2011-05,서울,단독,단독,단독,165
2011-05,서울,단독,다가구,동수,79
2011-05,서울,단독,다가구,가구수,441
2011-05,서울,다세대,다세대,다세대,3,623
2011-05,서울,연립,연립,연립,4
2011-05,서울,아파트,아파트,아파트,765
2011-05,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,230
2011-05,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,397
2011-05,인천,단독,단독,단독,91
2011-05,인천,단독,다가구,동수,59
2011-05,인천,단독,다가구,가구수,226
2011-05,인천,다세대,다세대,다세대,765
2011-05,인천,연립,연립,연립,27
2011-05,인천,아파트,아파트,아파트,288
