gvkey,datadate,fyr,tic,cik,conm,ni,sale,cogs,oancf,at,lt,seq
081342,20181231,12,RHI,315213,Robert Half International,434.288,5800.271,3390.257,572.322,1903.097,839.899,1063.198
081342,20191231,12,RHI,315213,Robert Half International,454.433,6074.432,3543.913,519.629,2311.408,1167.725,1143.683
090424,20121231,12,LVS,1300514,Las Vegas Sands,1524.093,11131.132,,3057.757,22163.652,13505.24,7061.842
090424,20131231,12,LVS,1300514,Las Vegas Sands,2305.997,13769.885,,4439.412,22724.264,13223.735,7665.494
090424,20141231,12,LVS,1300514,Las Vegas Sands,2840.629,14583.849,,,22361.691,13341.109,7213.586
090424,20151231,12,LVS,1300514,Las Vegas Sands,1966.236,11688.461,,,20987.421,12569.434,6816.741
090424,20161231,12,LVS,1300514,Las Vegas Sands,1670,11410,,4044,20469,12973,6177
090424,20171231,12,LVS,1300514,Las Vegas Sands,2806,12882,,4543,20687,13052,6493
090424,20181231,12,LVS,1300514,Las Vegas Sands,2413,13729,,4701,22547,15802,5684
090424,20191231,12,LVS,1300514,Las Vegas Sands,2698,13739,,3038,23199,16692,5187
090439,20121231,12,BIIB,875045,Biogen Inc.,1380.033,5516.461,545.494,1879.897,10130.118,3166.323,6961.523
090439,20131231,12,BIIB,875045,Biogen Inc.,1862.341,6932.199,857.726,2345.078,11863.335,3242.497,8620.242
090439,20141231,12,BIIB,875045,Biogen Inc.,2934.784,9703.324,1171.036,2942.115,14316.559,3502.519,10809.01
090439,20151231,12,BIIB,875045,Biogen Inc.,3547,10763.8,1240.4,3716.1,19504.8,10129.9,9372.8
090439,20161231,12,BIIB,875045,Biogen Inc.,3702.8,11448.8,1478.7,4522.4,22876.8,10748.2,12140.1
090439,20171231,12,BIIB,875045,Biogen Inc.,2539.1,12273.9,1630,4551,23652.6,11054.5,12612.8
090439,20181231,12,BIIB,875045,Biogen Inc.,4430.7,13452.9,1816.3,6187.7,25288.9,12257.3,13039.6
090439,20191231,12,BIIB,875045,Biogen Inc.,5888.5,14377.9,1955.4,7078.6,27234.3,13895.2,13343.2
094503,20121231,12,WEC,783325,WEC Energy Group,546.3,4246.4,,1173.9,14285,10149.9,4135.1
094503,20131231,12,WEC,783325,WEC Energy Group,577.4,4519,1827.1,1231,14769.4,10536.4,4233
094503,20141231,12,WEC,783325,WEC Energy Group,588.3,4997.1,2259.4,1197.7,15163.4,10743.7,4419.7
094503,20151231,12,WEC,783325,WEC Energy Group,640.3,5926.1,2240.1,1295.1,29355.2,20670,8685.2
094503,20161231,12,WEC,783325,WEC Energy Group,939,7472.3,2647.4,2103.8,30123.2,21163,8960.2
094503,20171231,12,WEC,783325,WEC Energy Group,1203.7,7648.5,2822.8,2078.6,31590.5,22098.7,9491.8
094503,20181231,12,WEC,783325,WEC Energy Group,1059.3,7679.5,2897.9,2445.5,33475.8,23633.1,9842.7
094503,20191231,12,WEC,783325,WEC Energy Group,1134.7,7523.1,2678.8,2345.5,34951.8,,
099335,20121231,12,PSX,1534701,Phillips 66,4124,179460,,4296,48073,27267,20775
099335,20131231,12,PSX,1534701,Phillips 66,3726,171596,,6027,49798,27406,21950
099335,20141231,12,PSX,1534701,Phillips 66,4762,161212,,3529,48741,26704,21590
099335,20151231,12,PSX,1534701,Phillips 66,4227,98975,,5713,48580,24642,23100
099335,20161231,12,PSX,1534701,Phillips 66,1555,84279,62468,2963,51653,27928,22390
099335,20171231,12,PSX,1534701,Phillips 66,5106,102354,79409,3648,54371,26943,25085
099335,20181231,12,PSX,1534701,Phillips 66,5595,111461,97930,7573,54302,27149,24653
099335,20191231,12,PSX,1534701,Phillips 66,3076,107293,95529,4808,58720,31551,24910
101270,20121231,12,MYL,1623613,Mylan N.V.,643,6796.1,3887.8,,,,3355.8
101270,20131231,12,MYL,1623613,Mylan N.V.,626.5,6909.1,3868.8,,15294.8,12334.9,2959.9
101270,20141231,12,MYL,1623613,Mylan N.V.,933.1,7719.6,4191.6,1014.8,15886.6,12610.6,3276
101270,20151231,12,MYL,1623613,Mylan N.V.,847.7,9429.3,5213.2,2008.5,22267.7,12501.9,9765.8
101270,20161231,12,MYL,1623613,Mylan N.V.,480,11076.9,6379.9,2047.2,34726.2,23608.6,11117.6
101270,20171231,12,MYL,1623613,Mylan N.V.,696,11907.7,7124.6,2064.8,35806.3,22498.7,13307.6
101270,20181231,12,MYL,1623613,Mylan N.V.,352.5,11268.7,7432.3,2341.7,32734.9,20567.8,12167.1
101270,20191231,12,MYL,1623613,Mylan N.V.,16.8,11370.3,7602.9,1803.7,31255.5,19371.7,11883.8
102814,20121231,12,TT,1466258,Trane Technologies plc,1018.6,11988.3,8538,1181,18492.9,11263.6,7147.8
102814,20131231,12,TT,1466258,Trane Technologies plc,618.8,12350.5,8675.5,1170.4,17658.1,10526.8,7068.9
102814,20141231,12,TT,1466258,Trane Technologies plc,931.7,12891.4,8982.8,973.2,17298.5,11253.1,5987.4
102814,20151231,12,TT,1466258,Trane Technologies plc,664.6,13300.7,9301.6,851.1,16738.8,10859.6,5816.7
102814,20161231,12,TT,1466258,Trane Technologies plc,1476.2,13508.9,9329.3,1500.2,17397.4,10679.1,6643.8
102814,20171231,12,TT,1466258,Trane Technologies plc,1302.6,14197.6,9811.6,1523.5,18173.3,10966.4,7140.3
102814,20181231,12,TT,1466258,Trane Technologies plc,1337.6,15668.2,10847.6,1407.8,17914.9,10850.1,7022.7
102814,20191231,12,TT,1466258,Trane Technologies plc,1410.9,16598.9,11451.5,1919.5,20492.3,13179.9,7267.6
103967,20161231,12,PLD,1045609,Prologis,1209.932,2533.135,,1417.005,30249.932,11791.792,14991.081
103967,20171231,12,PLD,1045609,Prologis,1652.325,2618.134,,1687.246,29481.075,10775.334,15631.158
103967,20181231,12,PLD,1045609,Prologis,1649.361,2804.449,,1803.559,38417.664,12616.776,22298.093
103967,20191231,12,PLD,1045609,Prologis,1572.959,3330.621,,2264.034,40031.85,13960.066,22653.127
105222,20121231,12,REGN,872589,Regeneron Pharmaceuticals,750.269,1378.477,84.455,-74.615,2080.49,835.105,1245.385
105222,20131231,12,REGN,872589,Regeneron Pharmaceuticals,424.362,2104.745,118.048,583.648,2951.013,998.937,1952.076
105222,20141231,12,REGN,872589,Regeneron Pharmaceuticals,348.074,2819.557,129.03,743.157,3871.827,1329.502,2542.325
105222,20151231,12,REGN,872589,Regeneron Pharmaceuticals,636.056,4103.728,241.702,1330.78,5609.132,1954.295,3654.837
105222,20161231,12,REGN,872589,Regeneron Pharmaceuticals,895.522,4860.427,194.624,1473.396,6973.466,2524.221,4449.245
105222,20171231,12,REGN,872589,Regeneron Pharmaceuticals,1198.511,5872.227,202.507,1307.112,8764.286,2620.208,6144.078
105222,20181231,12,REGN,872589,Regeneron Pharmaceuticals,2444.4,6710.8,,2195.1,11734.5,2977.2,8757.3
105222,20191231,12,REGN,872589,Regeneron Pharmaceuticals,2115.8,7863.4,,2430,14805.2,3715.5,11089.7
105315,20121231,12,CAT,18230,Caterpillar Inc.,5681,65875,47055,,89356,71774,17582
105315,20131231,12,CAT,18230,Caterpillar Inc.,3789,55656,40727,,84896,64018,20878
105315,20141231,12,CAT,18230,Caterpillar Inc.,3711,55184,39767,,84681,67855,16826
105315,20151231,12,CAT,18230,Caterpillar Inc.,2113,47011,33742,,78497,63612,14885
105315,20161231,12,CAT,18230,Caterpillar Inc.,-67,38537,28309,,74704,61491,13213
105315,20171231,12,CAT,18230,Caterpillar Inc.,754,45462,31049,5706,76962,63196,13766
105315,20181231,12,CAT,18230,Caterpillar Inc.,6147,54722,36997,6558,78509,64429,14080
105315,20191231,12,CAT,18230,Caterpillar Inc.,6094,53800,36630,6912,78453,63824,14629
107764,20120930,9,AAPL,320193,Apple Inc.,41733,156508,87846,50856,176064,57854,118210
107764,20130930,9,AAPL,320193,Apple Inc.,37037,170910,106606,53666,207000,83451,123549
107764,20140930,9,AAPL,320193,Apple Inc.,39510,182795,112258,,231839,120292,111547
107764,20150930,9,AAPL,320193,Apple Inc.,53394,233715,140089,81266,290479,171124,119355
107764,20160930,9,AAPL,320193,Apple Inc.,45687,215639,131376,65824,321686,193437,128249
107764,20170930,9,AAPL,320193,Apple Inc.,48351,229234,141048,63598,375319,241272,134047
107764,20180930,9,AAPL,320193,Apple Inc.,59531,265595,163756,77434,365725,258578,107147
107764,20190930,9,AAPL,320193,Apple Inc.,55256,260174,161782,69391,338516,248028,90488
110660,20120630,6,ADM,7084,Archer-Daniels-Midland Co,1223,89038,85370,2895,41553,23384,18169
110660,20121231,12,ADM,7084,Archer-Daniels-Midland Co,1375,90559,86936,2332,45136,26005,19131
110660,20131231,12,ADM,7084,Archer-Daniels-Midland Co,1342,89804,85915,5226,43752,23558,20194
110660,20141231,12,ADM,7084,Archer-Daniels-Midland Co,2248,81201,76433,4962,44027,24397,19630
110660,20151231,12,ADM,7084,Archer-Daniels-Midland Co,1849,67702,63682,2481,40157,22242,17915
110660,20161231,12,ADM,7084,Archer-Daniels-Midland Co,1279,62346,58662,1475,39769,22588,17181
110660,20171231,12,ADM,7084,Archer-Daniels-Midland Co,1595,60828,57322,2211,39963,21641,18322
110660,20181231,12,ADM,7084,Archer-Daniels-Midland Co,1810,64341,60160,-4784,40833,21837,18996
110660,20191231,12,ADM,7084,Archer-Daniels-Midland Co,1379,64656,60509,-5452,43997,24772,19225
112111,20120331,3,NLOK,849399,NortonLifeLock,1172,6730,1082,1901,13020,7848,5094
112111,20130331,3,NLOK,849399,NortonLifeLock,765,6906,1175,1593,14379,8958,5421
112111,20140331,3,NLOK,849399,NortonLifeLock,898,6676,1149,1281,13539,7742,5797
112111,20150331,3,NLOK,849399,NortonLifeLock,878,6508,1153,1312,13233,7298,5935
112111,20160331,3,NLOK,849399,NortonLifeLock,2488,3600,615,796,11767,8091,3676
112111,20170331,3,NLOK,849399,NortonLifeLock,-106,4019,853,-220,18174,14687,3487
112111,20180331,3,NLOK,849399,NortonLifeLock,1138,4834,1032,950,16574,10612,5023
112111,20190331,3,NLOK,849399,NortonLifeLock,31,4731,1050,1495,15938,10200,5738
115393,20181231,12,HBAN,49196,Huntington Bancshares,1393,881,,1726,108781,97679,11102
115393,20191231,12,HBAN,49196,Huntington Bancshares,1411,939,,1574,109002,97207,11795
118367,20161231,12,O,726728,Realty Income Corporation,315.571,1103.172,,804.045,13152.871,6365.818,6766.804
118367,20171231,12,O,726728,Realty Income Corporation,318.798,1215.768,,875.85,14058.166,6667.458,7371.501
118367,20181231,12,O,726728,Realty Income Corporation,363.614,1327.838,,940.742,15260.483,7139.505,8088.742
118367,20191231,12,O,726728,Realty Income Corporation,436.482,1491.591,,1068.937,18554.796,8750.638,9774.456
119659,20121231,12,D,715957,Dominion Energy,302,13093,,4137,46838,35956,10568
119659,20131231,12,D,715957,Dominion Energy,1697,13120,,3433,50096,38197,11642
119659,20141231,12,D,715957,Dominion Energy,1310,12436,,3439,54327,42370,11555
119659,20151231,12,D,715957,Dominion Energy,1899,11683,,4475,58797,45195,12664
119659,20161231,12,D,715957,Dominion Energy,2123,11737,,4127,71610,54770,14605
119659,20171231,12,D,715957,Dominion Energy,2999,12586,,4549,76585,57215,17142
119659,20181231,12,D,715957,Dominion Energy,2447,13366,,4773,77914,55866,20107
119659,20191231,12,D,715957,Dominion Energy,1358,16572,,5204,103823,69790,31994
127846,20181231,12,CMA,28412,Comerica Inc.,1227,755,,1616,70818,63311,7507
127846,20191231,12,CMA,28412,Comerica Inc.,1198,749,,1090,73402,66075,7327
130194,20161231,12,TAP,24545,Molson Coors Brewing Company,1975.9,6597.4,3003.1,1126.9,29341.5,17719.8,11418.7
130194,20171231,12,TAP,24545,Molson Coors Brewing Company,1414.2,13471.5,6217.2,1866.3,30246.9,16811.9,13226.1
130194,20181231,12,TAP,24545,Molson Coors Brewing Company,1116.5,13338,6584.8,2331.3,30109.8,16374,13507.4
130194,20191231,12,TAP,24545,Molson Coors Brewing Company,241.7,13009.1,6378.2,1897.3,28859.8,15186.7,13419.4
132477,20121231,12,BA,12927,Boeing Company,3900,81698,60309,7508,88896,83029,5867
132477,20131231,12,BA,12927,Boeing Company,4585,86623,65640,8179,92663,77788,14875
132477,20141231,12,BA,12927,Boeing Company,5446,90762,76752,8858,99198,90533,8665
132477,20151231,12,BA,12927,Boeing Company,5176,96114,73446,9363,94408,88073,6335
132477,20161231,12,BA,12927,Boeing Company,4895,94571,72713,10499,89997,89180,817
132477,20171231,12,BA,12927,Boeing Company,8197,93392,68365,13344,92333,91978,355
132477,20181231,12,BA,12927,Boeing Company,10460,101127,81490,15322,117359,117020,339
132477,20191231,12,BA,12927,Boeing Company,-636,76559,72093,-2446,133625,142242,-8617
136329,20121231,12,ED,1047862,Consolidated Edison,1141,12188,,2599,41209,29340,11869
136329,20131231,12,ED,1047862,Consolidated Edison,1062,12354,,2552,40647,28402,12245
136329,20141231,12,ED,1047862,Consolidated Edison,1092,12919,,2831,44308,31732,12576
136329,20151231,12,ED,1047862,Consolidated Edison,1193,12554,,3277,45642,32590,13052
136329,20161231,12,ED,1047862,Consolidated Edison,1245,12075,,3459,48255,33957,14298
136329,20171231,12,ED,1047862,Consolidated Edison,1525,12033,,3367,48111,32693,15418
136329,20181231,12,ED,1047862,Consolidated Edison,1382,11928,,2695,53920,37194,16726
136329,20191231,12,ED,1047862,Consolidated Edison,1343,12574,,3134,58079,40057,18022
138558,20161231,12,LIN,1707925,Linde plc,1500,10534,5855,,,,5441
138558,20171231,12,LIN,1707925,Linde plc,1247,11437,6461,,9.214424,13914,-1.931845
138558,20181231,12,LIN,1707925,Linde plc,4381,14900,9084,,93386,36290,51596
138558,20191231,12,LIN,1707925,Linde plc,2285,28228,16644,,86612,34977,49074
139030,20121231,12,LLY,59478,Lilly (Eli) & Co.,4088.6,22603.4,4796.5,5304.8,34398.9,19625,14773.9
139030,20131231,12,LLY,59478,Lilly (Eli) & Co.,4684.8,23113.1,4908.1,5735,35248.7,17617.3,17631.4
139030,20141231,12,LLY,59478,Lilly (Eli) & Co.,2390.5,19615.6,4932.5,4367.1,37178.2,21805,15373.2
139030,20151231,12,LLY,59478,Lilly (Eli) & Co.,2408.4,19958.7,5037.2,2772.8,35568.9,20997.6,14571.3
139030,20161231,12,LLY,59478,Lilly (Eli) & Co.,2737.6,21222.1,5654.9,4851,38805.9,24798.2,14007.7
139030,20171231,12,LLY,59478,Lilly (Eli) & Co.,-204.1,22871.3,6070.2,5615.6,44981,33388.8,11592.2
139030,20181231,12,LLY,59478,Lilly (Eli) & Co.,3232,24555.7,6430,5524.5,43908.4,34079.7,9828.7
139030,20191231,12,LLY,59478,Lilly (Eli) & Co.,8318.4,22319.5,4721.2,4836.6,39286.1,36679.2,2606.9
139149,20121231,12,STT,93751,State Street Corp.,2061,9649,,1927,222582,201713,20869
139149,20131231,12,STT,93751,State Street Corp.,2136,9884,,-1974,243291,222913,20378
139149,20141231,12,STT,93751,State Street Corp.,2037,10295,,-561,274119,252646,21473
139149,20151231,12,STT,93751,State Street Corp.,1980,10360,,-1403,245192,224057,21103
139149,20161231,12,STT,93751,State Street Corp.,2143,10207,,2290,242698,221479,21219
139149,20171231,12,STT,93751,State Street Corp.,2177,11170,,6933,238425,216108,22317
139149,20181231,12,STT,93751,State Street Corp.,2599,11982,,10457,244626,219836,24790
139149,20191231,12,STT,93751,State Street Corp.,2242,11756,,5690,245610,221179,24431
140057,20121231,12,FRT,34903,Federal Realty Investment Trust,151.925,608.018,,296.633,3898.565,2493.552,1286.812
140057,20131231,12,FRT,34903,Federal Realty Investment Trust,162.681,637.413,,314.498,4219.294,2643.572,1448.16
140057,20141231,12,FRT,34903,Federal Realty Investment Trust,164.535,686.09,,346.13,4546.87,2735.261,1604.401
140057,20151231,12,FRT,34903,Federal Realty Investment Trust,210.219,744.012,,359.835,4911.709,2992.462,1663.749
140057,20161231,12,FRT,34903,Federal Realty Investment Trust,249.91,801.591,,419.254,5423.279,3203.75,1976.733
140057,20171231,12,FRT,34903,Federal Realty Investment Trust,289.914,857.348,,459.177,6275.755,3743.084,2266.706
140057,20181231,12,FRT,34903,Federal Realty Investment Trust,241.907,915.436,,516.688,6289.644,3686.106,2345.891
140057,20191231,12,FRT,34903,Federal Realty Investment Trust,353.866,935.788,,461.919,6794.992,4019.102,2535.341
141131,20121231,12,PNW,764622,Pinnacle West Capital,381.542,3301.804,,1171.122,13379.615,9406.809,3972.806
141131,20131231,12,PNW,764622,Pinnacle West Capital,406.074,3454.628,,1153.307,13508.686,9314.216,4194.47
141131,20141231,12,PNW,764622,Pinnacle West Capital,423.696,3491.632,,1099.627,14313.532,9946.039,4367.493
141131,20151231,12,PNW,764622,Pinnacle West Capital,456.19,3495.443,,1094.327,15028.258,10444.341,4583.917
141131,20161231,12,PNW,764622,Pinnacle West Capital,442.034,3498.682,1075.51,1023.39,16004.253,11200.631,4803.622
141131,20171231,12,PNW,764622,Pinnacle West Capital,488.456,3565.296,981.301,1118.036,17019.082,12012.392,5006.69
141131,20181231,12,PNW,764622,Pinnacle West Capital,511.047,3691.247,1076.116,1277.144,17664.202,12441.287,5222.915
141131,20191231,12,PNW,764622,Pinnacle West Capital,557.813,3471.209,1042.237,956.726,18479.247,13048.599,5430.648
142177,20121231,12,WHR,106640,Whirlpool Corp.,401,18143,15250,696,15396,11136,4260
142177,20131231,12,WHR,106640,Whirlpool Corp.,827,18769,15471,1262,15544,10620,4924
142177,20141231,12,WHR,106640,Whirlpool Corp.,650,19872,16477,1479,20002,15117,4885
142177,20151231,12,WHR,106640,Whirlpool Corp.,783,20891,17201,1225,19010,14267,4743
142177,20161231,12,WHR,106640,Whirlpool Corp.,888,20718,17036,1203,19153,14380,4773
142177,20171231,12,WHR,106640,Whirlpool Corp.,350,21253,17651,1264,20038,15840,4198
142177,20181231,12,WHR,106640,Whirlpool Corp.,-183,21037,17500,1229,18347,16056,2291
142177,20191231,12,WHR,106640,Whirlpool Corp.,1184,20419,16886,1230,18881,15686,3195
142987,20121231,12,ALGN,1097149,Align Technology,58.691,560.041,143.653,133.778,756.312,174.995,581.317
142987,20131231,12,ALGN,1097149,Align Technology,64.295,660.206,162.1,185.976,832.147,198.177,633.97
142987,20141231,12,ALGN,1097149,Align Technology,145.832,761.653,183.21,226.899,987.997,235.226,752.771
142987,20151231,12,ALGN,1097149,Align Technology,144.02,845.486,205.376,237.997,1158.633,310.707,847.926
142987,20161231,12,ALGN,1097149,Align Technology,189.682,1079.874,264.58,247.654,1396.151,400.762,995.389
142987,20171231,12,ALGN,1097149,Align Technology,231.418,1473.413,356.466,438.539,1777.856,627.486,1150.37
142987,20181231,12,ALGN,1097149,Align Technology,400.235,1966.492,518.625,554.681,2052.458,799.567,1252.891
142987,20191231,12,ALGN,1097149,Align Technology,442.776,2406.796,662.899,747.27,2500.702,1154.533,1346.169
145390,20120531,5,DRI,940944,Darden Restaurants,475.5,7998.7,6163.2,,5944.2,4102.2,1842
145390,20130531,5,DRI,940944,Darden Restaurants,411.9,8551.9,6661,,6936.9,4877.4,2059.5
145390,20140531,5,DRI,940944,Darden Restaurants,286.2,6285.6,4990.5,,7100.7,4943.8,2156.9
145390,20150531,5,DRI,940944,Darden Restaurants,709.5,6764,,,5994.7,3661.2,2333.5
145390,20160531,5,DRI,940944,Darden Restaurants,375,6933.5,,,4582.6,2630.6,1952
145390,20170531,5,DRI,940944,Darden Restaurants,479.1,7170.2,,,5504.2,3402.5,2101.7
145390,20180531,5,DRI,940944,Darden Restaurants,596,8080.1,,,5469.6,3274.8,2194.8
145390,20190531,5,DRI,940944,Darden Restaurants,713.4,8510.4,,,5892.8,3500.2,2392.6
146182,20120930,9,EMR,32604,Emerson Electric Company,1968,24412,14644,3053,23818,13523,10295
146182,20130930,9,EMR,32604,Emerson Electric Company,2004,24669,14717,3649,24711,14126,10585
146182,20140930,9,EMR,32604,Emerson Electric Company,2147,24537,14379,3692,24177,14058,10119
146182,20150930,9,EMR,32604,Emerson Electric Company,2710,22304,13256,2529,22088,14007,8081
146182,20160930,9,EMR,32604,Emerson Electric Company,1635,14522,8260,2881,21743,14175,7568
146182,20170930,9,EMR,32604,Emerson Electric Company,1518,15264,8860,1912,19589,10871,8718
146182,20180930,9,EMR,32604,Emerson Electric Company,2203,17408,9948,2892,20390,11443,8947
146182,20190930,9,EMR,32604,Emerson Electric Company,2306,18372,10557,3006,20497,12264,8233
151075,20121231,12,CTXS,877890,Citrix Systems,352.547,2586.123,404.137,818.527,4796.402,1674.625,3121.777
151075,20131231,12,CTXS,877890,Citrix Systems,339.523,2918.434,502.795,,5212.249,1892.442,3319.807
151075,20141231,12,CTXS,877890,Citrix Systems,251.723,3142.856,620.219,845.981,5512.007,3338.362,2173.645
151075,20151231,12,CTXS,877890,Citrix Systems,319.361,3275.594,614.364,1034.548,5481.438,3507.992,1973.446
151075,20161231,12,CTXS,877890,Citrix Systems,536.112,3418.265,559.541,1115.83,6390.227,3781.5,2608.727
151075,20171231,12,CTXS,877890,Citrix Systems,-20.719,2824.686,439.646,908.276,5820.176,4827.715,992.461
151075,20181231,12,CTXS,877890,Citrix Systems,575.667,2973.903,433.803,1035.345,5136.049,4576.42,551.519
151075,20191231,12,CTXS,877890,Citrix Systems,681.813,3010.564,464.047,783.07,4388.926,3551.27,837.656
151276,20120131,1,NVDA,1045810,Nvidia Corporation,581.09,3997.93,1941.413,909.156,5552.928,1407.204,4145.724
151276,20130131,1,NVDA,1045810,Nvidia Corporation,562.536,4280.159,2053.816,824.172,6412.245,1584.542,4827.703
151276,20140131,1,NVDA,1045810,Nvidia Corporation,439.99,4130.162,1862.399,835.146,7250.894,2794.496,4456.398
