월(Monthly),구  분,대분류,중분류,소분류,사용검사실적
2010-10,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),577
2010-10,제주,단독,단독,단독,63
2010-10,제주,단독,다가구,동수,11
2010-10,제주,단독,다가구,가구수,52
2010-10,제주,다세대,다세대,다세대,17
2010-10,제주,연립,연립,연립,0
2010-10,제주,아파트,아파트,아파트,445
2010-10,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),
2010-10,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),
2010-10,세종,단독,단독,단독,
2010-10,세종,단독,다가구,동수,
2010-10,세종,단독,다가구,가구수,
2010-10,세종,다세대,다세대,다세대,
2010-10,세종,연립,연립,연립,
2010-10,세종,아파트,아파트,아파트,
2010-11,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),24,130
2010-11,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),33,670
2010-11,총계,단독,단독,단독,3,265
2010-11,총계,단독,다가구,동수,1,469
2010-11,총계,단독,다가구,가구수,11,009
2010-11,총계,다세대,다세대,다세대,3,398
2010-11,총계,연립,연립,연립,186
2010-11,총계,아파트,아파트,아파트,15,812
2010-11,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),11,551
2010-11,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),13,405
2010-11,수도권소계,단독,단독,단독,751
2010-11,수도권소계,단독,다가구,동수,389
2010-11,수도권소계,단독,다가구,가구수,2,243
2010-11,수도권소계,다세대,다세대,다세대,2,932
2010-11,수도권소계,연립,연립,연립,130
2010-11,수도권소계,아파트,아파트,아파트,7,349
2010-11,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,947
2010-11,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,274
2010-11,서울,단독,단독,단독,113
2010-11,서울,단독,다가구,동수,56
2010-11,서울,단독,다가구,가구수,383
2010-11,서울,다세대,다세대,다세대,1,456
2010-11,서울,연립,연립,연립,13
2010-11,서울,아파트,아파트,아파트,309
2010-11,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3,587
2010-11,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,892
2010-11,인천,단독,단독,단독,74
2010-11,인천,단독,다가구,동수,57
2010-11,인천,단독,다가구,가구수,362
2010-11,인천,다세대,다세대,다세대,605
2010-11,인천,연립,연립,연립,52
2010-11,인천,아파트,아파트,아파트,2,799
2010-11,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),6,017
2010-11,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),7,239
2010-11,경기,단독,단독,단독,564
2010-11,경기,단독,다가구,동수,276
2010-11,경기,단독,다가구,가구수,1,498
2010-11,경기,다세대,다세대,다세대,871
2010-11,경기,연립,연립,연립,65
2010-11,경기,아파트,아파트,아파트,4,241
2010-11,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),12,579
2010-11,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),20,265
2010-11,지방소계,단독,단독,단독,2,514
2010-11,지방소계,단독,다가구,동수,1,080
2010-11,지방소계,단독,다가구,가구수,8,766
2010-11,지방소계,다세대,다세대,다세대,466
2010-11,지방소계,연립,연립,연립,56
2010-11,지방소계,아파트,아파트,아파트,8,463
2010-11,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,867
2010-11,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),7,648
2010-11,기타광역시,단독,단독,단독,212
2010-11,기타광역시,단독,다가구,동수,350
2010-11,기타광역시,단독,다가구,가구수,3,131
2010-11,기타광역시,다세대,다세대,다세대,334
2010-11,기타광역시,연립,연립,연립,20
2010-11,기타광역시,아파트,아파트,아파트,3,951
2010-11,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),921
2010-11,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,537
2010-11,부산,단독,단독,단독,42
2010-11,부산,단독,다가구,동수,67
2010-11,부산,단독,다가구,가구수,683
2010-11,부산,다세대,다세대,다세대,311
2010-11,부산,연립,연립,연립,12
2010-11,부산,아파트,아파트,아파트,489
2010-11,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),617
2010-11,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,056
2010-11,대구,단독,단독,단독,36
2010-11,대구,단독,다가구,동수,73
2010-11,대구,단독,다가구,가구수,512
2010-11,대구,다세대,다세대,다세대,8
2010-11,대구,연립,연립,연립,0
2010-11,대구,아파트,아파트,아파트,500
2010-11,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),63
2010-11,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),412
2010-11,광주,단독,단독,단독,24
2010-11,광주,단독,다가구,동수,39
2010-11,광주,단독,다가구,가구수,388
2010-11,광주,다세대,다세대,다세대,0
2010-11,광주,연립,연립,연립,0
2010-11,광주,아파트,아파트,아파트,0
2010-11,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),245
2010-11,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,131
2010-11,대전,단독,단독,단독,59
2010-11,대전,단독,다가구,동수,99
2010-11,대전,단독,다가구,가구수,985
2010-11,대전,다세대,다세대,다세대,7
2010-11,대전,연립,연립,연립,8
2010-11,대전,아파트,아파트,아파트,72
2010-11,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3,021
2010-11,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,512
2010-11,울산,단독,단독,단독,51
2010-11,울산,단독,다가구,동수,72
2010-11,울산,단독,다가구,가구수,563
2010-11,울산,다세대,다세대,다세대,8
2010-11,울산,연립,연립,연립,0
2010-11,울산,아파트,아파트,아파트,2,890
2010-11,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),7,712
2010-11,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),12,617
2010-11,기타지방,단독,단독,단독,2,302
2010-11,기타지방,단독,다가구,동수,730
2010-11,기타지방,단독,다가구,가구수,5,635
2010-11,기타지방,다세대,다세대,다세대,132
2010-11,기타지방,연립,연립,연립,36
2010-11,기타지방,아파트,아파트,아파트,4,512
2010-11,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),383
2010-11,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),609
2010-11,강원,단독,단독,단독,317
2010-11,강원,단독,다가구,동수,66
2010-11,강원,단독,다가구,가구수,292
2010-11,강원,다세대,다세대,다세대,0
2010-11,강원,연립,연립,연립,0
2010-11,강원,아파트,아파트,아파트,0
2010-11,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,560
2010-11,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,202
2010-11,충북,단독,단독,단독,246
2010-11,충북,단독,다가구,동수,106
2010-11,충북,단독,다가구,가구수,748
2010-11,충북,다세대,다세대,다세대,8
2010-11,충북,연립,연립,연립,0
2010-11,충북,아파트,아파트,아파트,1,200
2010-11,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,033
2010-11,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,152
2010-11,충남,단독,단독,단독,360
2010-11,충남,단독,다가구,동수,99
2010-11,충남,단독,다가구,가구수,1,218
2010-11,충남,다세대,다세대,다세대,24
2010-11,충남,연립,연립,연립,1
2010-11,충남,아파트,아파트,아파트,549
2010-11,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,012
2010-11,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,594
2010-11,전북,단독,단독,단독,257
2010-11,전북,단독,다가구,동수,79
2010-11,전북,단독,다가구,가구수,661
2010-11,전북,다세대,다세대,다세대,0
2010-11,전북,연립,연립,연립,0
2010-11,전북,아파트,아파트,아파트,676
2010-11,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,270
2010-11,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,537
2010-11,전남,단독,단독,단독,343
2010-11,전남,단독,다가구,동수,48
2010-11,전남,단독,다가구,가구수,315
2010-11,전남,다세대,다세대,다세대,17
2010-11,전남,연립,연립,연립,19
2010-11,전남,아파트,아파트,아파트,843
2010-11,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,651
2010-11,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,639
2010-11,경북,단독,단독,단독,418
2010-11,경북,단독,다가구,동수,101
2010-11,경북,단독,다가구,가구수,1,089
2010-11,경북,다세대,다세대,다세대,55
2010-11,경북,연립,연립,연립,0
2010-11,경북,아파트,아파트,아파트,1,077
2010-11,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),642
2010-11,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,658
2010-11,경남,단독,단독,단독,317
2010-11,경남,단독,다가구,동수,205
2010-11,경남,단독,다가구,가구수,1,221
2010-11,경남,다세대,다세대,다세대,17
2010-11,경남,연립,연립,연립,0
2010-11,경남,아파트,아파트,아파트,103
2010-11,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),161
2010-11,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),226
2010-11,제주,단독,단독,단독,44
2010-11,제주,단독,다가구,동수,26
2010-11,제주,단독,다가구,가구수,91
2010-11,제주,다세대,다세대,다세대,11
2010-11,제주,연립,연립,연립,16
2010-11,제주,아파트,아파트,아파트,64
2010-11,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),
2010-11,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),
2010-11,세종,단독,단독,단독,
2010-11,세종,단독,다가구,동수,
2010-11,세종,단독,다가구,가구수,
2010-11,세종,다세대,다세대,다세대,
2010-11,세종,연립,연립,연립,
2010-11,세종,아파트,아파트,아파트,
2010-12,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),62,707
2010-12,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),74,878
2010-12,총계,단독,단독,단독,3,975
2010-12,총계,단독,다가구,동수,1,777
2010-12,총계,단독,다가구,가구수,13,948
2010-12,총계,다세대,다세대,다세대,3,875
2010-12,총계,연립,연립,연립,438
2010-12,총계,아파트,아파트,아파트,52,642
2010-12,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),32,679
2010-12,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),35,217
2010-12,수도권소계,단독,단독,단독,890
2010-12,수도권소계,단독,다가구,동수,526
2010-12,수도권소계,단독,다가구,가구수,3,064
2010-12,수도권소계,다세대,다세대,다세대,3,009
2010-12,수도권소계,연립,연립,연립,259
2010-12,수도권소계,아파트,아파트,아파트,27,995
2010-12,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),10,049
2010-12,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),10,452
2010-12,서울,단독,단독,단독,147
2010-12,서울,단독,다가구,동수,68
2010-12,서울,단독,다가구,가구수,471
2010-12,서울,다세대,다세대,다세대,1,314
2010-12,서울,연립,연립,연립,41
2010-12,서울,아파트,아파트,아파트,8,479
2010-12,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),8,209
2010-12,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),8,403
2010-12,인천,단독,단독,단독,81
2010-12,인천,단독,다가구,동수,43
2010-12,인천,단독,다가구,가구수,237
2010-12,인천,다세대,다세대,다세대,696
2010-12,인천,연립,연립,연립,16
2010-12,인천,아파트,아파트,아파트,7,373
